ACK Flag Count,Bwd Packets/s,Destination Port,FIN Flag Count,Flow Bytes/s,Flow Duration,Flow Packets/s,Fwd Header Length,Fwd PSH Flags,Max Packet Length,Min Packet Length,PSH Flag Count,Protocol,RST Flag Count,Total Backward Packets,Total Fwd Packets,Total Length of Bwd Packets,Total Length of Fwd Packets,URG Flag Count,true_binary,pred_binary,true_attack_label,error_type
0,3.488297054,80,0,6759.738308,1720037,5.232445581,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,6.389910757,3755921,1.064985126,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.11178331,54816,0,130.5070146,89458793,0.167674965,112,0,8760,0,0,6,0,10,5,68,11607,1,0,0,BENIGN,Correct
1,0.0,80,0,2.975044435,10083883,0.495840739,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,24.26085269,80,0,47013.48903,247312,36.39127903,72,0,5840,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,8849.557522,37704,0,0.0,113,17699.11504,32,0,0,0,0,6,0,1,1,0,0,1,0,0,BENIGN,Correct
1,0.208088197,36725,0,1.498235017,24028273,0.249705836,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.0,80,0,2.431199831,9871669,0.405199972,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.049814066,80,0,116.1962892,100373257,0.12951657,172,0,10135,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
1,0.0,80,0,3.997408347,6003890,0.666234724,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.109646801,49765,0,142.236267,82081738,0.170561691,112,0,11595,0,0,6,0,9,5,62,11613,1,0,0,BENIGN,Correct
0,149.9887508,80,0,290653.201,40003,224.9831263,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,0.0,188,10638.29787,64,0,0,0,0,6,0,0,2,0,0,0,0,0,BENIGN,Correct
1,0.0,80,0,6.212595001,4828900,1.0354325,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,44.51368796,80,0,86260.10832,134790,66.77053194,72,0,5840,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
0,9852.216749,53,0,926108.3744,203,19704.4335,40,0,61,33,0,17,0,2,2,122,66,0,0,0,BENIGN,Correct
1,0.0,80,0,3.404134026,8812814,0.567355671,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.082393462,80,0,160.0767643,72821312,0.192251411,172,0,4380,0,0,6,0,6,8,11601,56,0,1,1,DDoS,Correct
0,83.01412426,80,0,137886.4604,84323,118.5916061,72,0,4380,0,1,6,0,7,3,11601,26,0,1,1,DDoS,Correct
1,4.29909676,443,0,0.0,232607,8.59819352,32,0,0,0,0,6,0,1,1,0,0,1,0,0,BENIGN,Correct
1,1.239743294,62371,0,8.926151715,4033093,1.487691953,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.0,80,0,77.14032253,233341,12.85672042,60,0,6,6,0,6,0,0,3,0,18,0,0,0,BENIGN,Correct
1,1.04758205,49802,0,7.333074348,5727475,1.222179058,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
1,0.031165666,443,0,4.347610434,64173183,0.140245498,140,1,46,6,0,6,0,2,7,92,187,0,0,0,BENIGN,Correct
0,357.0153517,80,0,830203.4988,14005,571.2245627,72,0,7300,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
0,2.378808621,65414,0,13836.34035,840757,9.515234485,144,0,10135,0,1,6,0,2,6,26,11607,0,0,0,BENIGN,Correct
0,12269.93865,53,0,1006134.969,163,24539.8773,40,0,49,33,0,17,0,2,2,98,66,0,0,0,BENIGN,Correct
1,0.0,80,0,4.703836276,6377773,0.783972713,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.048708866,80,0,141.9498115,82120574,0.146126597,172,0,8760,0,0,6,0,4,8,11601,56,0,1,1,DDoS,Correct
1,0.061555465,80,0,143.5842782,81227556,0.16004421,172,0,7215,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
1,0.0,80,0,3.169965967,9463824,0.528327661,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.0,80,0,2.432653015,9865772,0.405442169,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,0.0,80,0,0.0,63127263,0.110887114,280,0,0,0,1,6,0,0,7,0,0,0,0,0,BENIGN,Correct
0,10256.41026,53,0,1343589.744,195,20512.82051,64,0,86,45,0,17,0,2,2,172,90,0,0,0,BENIGN,Correct
0,6.70599959,80,0,15594.13145,745601,10.72959934,72,0,5840,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,0.078668574,80,0,152.8399283,76269337,0.183560007,172,0,4380,0,0,6,0,6,8,11601,56,0,1,1,DDoS,Correct
0,9302.325581,53,0,1497674.419,215,18604.65116,64,0,129,32,0,17,0,2,2,258,64,0,0,0,BENIGN,Correct
1,0.0,80,0,2.156959033,11126776,0.359493172,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.073231993,80,0,142.277557,81931404,0.17087465,172,0,4380,0,0,6,0,6,8,11601,56,0,1,1,DDoS,Correct
0,3.787867309,80,0,8812.852082,1320004,6.060587695,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,28.2789435,80,0,65759.85521,176810,45.2463096,72,0,7300,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
0,3.788436052,80,0,7345.146098,1583767,5.682654077,72,0,4380,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
1,0.062219438,80,0,145.1330606,80360739,0.161770538,172,0,7300,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
1,0.484167481,443,0,45.2696595,4130802,1.694586184,100,1,46,6,0,6,0,2,5,52,135,0,0,0,BENIGN,Correct
0,8.202705252,53,0,2124.50066,121911,16.4054105,32,0,215,44,0,17,0,1,1,215,44,0,0,0,BENIGN,Correct
1,8.660258076,60144,0,155.8846454,115470,25.98077423,40,0,6,6,0,6,0,1,2,6,12,1,0,0,BENIGN,Correct
1,0.082077995,80,0,159.5459423,73101201,0.191515321,172,0,5840,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
0,2.274863835,80,0,6615.872749,1758347,3.981011712,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
0,11428.57143,53,0,937142.8571,175,22857.14286,64,0,49,33,0,17,0,2,2,98,66,0,0,0,BENIGN,Correct
1,0.0,59473,0,0.0,508402,3.933894831,64,0,0,0,0,6,0,0,2,0,0,0,0,0,BENIGN,Correct
1,0.0,443,0,9250000.0,4,500000.0,40,1,31,6,0,6,0,0,2,0,37,0,0,0,BENIGN,Correct
1,0.069293989,80,0,161.7183113,72156331,0.194023169,192,0,7215,0,0,6,0,5,9,11607,62,0,1,1,DDoS,Correct
1,0.0,80,0,2.95138116,8131786,0.49189686,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,5.327786752,80,0,3710.270694,938476,9.590016154,92,0,1709,0,1,6,0,5,4,3181,301,0,0,0,BENIGN,Correct
0,3.851061481,80,0,7466.566368,1558012,5.776592221,72,0,4380,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
0,6.38430992,443,0,4207.260237,783170,15.32234381,152,0,1400,0,1,6,0,5,7,2725,570,0,0,0,BENIGN,Correct
1,0.0,80,0,6.279540003,3821936,1.04659,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,21.57590403,53,0,4142.573574,46348,43.15180806,20,0,149,43,0,17,0,1,1,149,43,0,0,0,BENIGN,Correct
1,0.0,80,0,23.1171291,1297739,3.85285485,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,153.1980084,80,0,296872.2073,39165,229.7970126,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
0,20.57994279,53,0,5474.264782,97182,41.15988558,40,0,238,28,0,17,0,2,2,476,56,0,0,0,BENIGN,Correct
1,52.46773234,34381,0,203347.4413,57178,122.4247088,92,0,10135,0,1,6,0,3,4,26,11601,0,0,0,BENIGN,Correct
0,10101.0101,53,0,1353535.354,198,20202.0202,40,0,102,32,0,17,0,2,2,204,64,0,0,0,BENIGN,Correct
0,40.62233416,53,0,5037.169436,49234,81.24466832,40,0,94,30,0,17,0,2,2,188,60,0,0,0,BENIGN,Correct
1,0.114935951,59364,0,149.0974699,78304481,0.191559919,132,0,7215,0,0,6,0,9,6,62,11613,1,0,0,BENIGN,Correct
0,3.20750642,80,0,6218.820365,1870612,4.811259631,72,0,4380,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
0,8000.0,53,0,1280000.0,250,16000.0,40,0,128,32,0,17,0,2,2,256,64,0,0,0,BENIGN,Correct
1,0.064921526,80,0,126.1966268,92419269,0.151483561,172,0,5840,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
0,23.78347524,53,0,3044.284831,42046,47.56695048,20,0,72,56,0,17,0,1,1,72,56,0,0,0,BENIGN,Correct
1,0.121858092,56324,0,158.0770251,73856400,0.20309682,132,0,7215,0,0,6,0,9,6,62,11613,1,0,0,BENIGN,Correct
0,8547.008547,53,0,1367521.368,234,17094.01709,40,0,125,35,0,17,0,2,2,250,70,0,0,0,BENIGN,Correct
0,2.878972046,80,0,6698.216362,1736731,4.606355273,72,0,10135,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,5.00621271,80,0,11647.45449,998759,8.009940336,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,157894.7368,76,26315.78947,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
1,0.469692835,64513,0,3.381788412,10645255,0.563631402,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.552184225,34545,0,3.975726423,9054949,0.662621071,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
0,8.722867521,80,0,20294.62357,573206,13.95658803,72,0,10135,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,2.687275081,11163725,0.44787918,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,2.707532355,80,0,7874.180971,1477360,4.738181621,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
1,0.611794168,61915,0,143.261801,9807220,0.713759863,20,1,1375,0,0,6,0,6,1,30,1375,1,0,0,BENIGN,Correct
0,2.972240757,65280,0,17279.12164,672893,10.40284265,124,0,10135,0,1,6,0,2,5,26,11601,0,0,0,BENIGN,Correct
0,7.595067459,80,0,17670.68395,658322,12.15210794,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,5.260163293,80,0,10198.57993,1140649,7.89024494,72,0,5840,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
1,0.0,443,0,76433.12102,157,12738.8535,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
0,10869.56522,53,0,2391304.348,184,21739.13043,40,0,174,46,0,17,0,2,2,348,92,0,0,0,BENIGN,Correct
0,15.84173473,80,0,36857.38003,315622,25.34677557,72,0,10135,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.648398892,39849,0,4.538792247,9253563,0.756465374,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
0,146.8536603,80,0,284724.7718,40857,220.2804905,72,0,5755,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,7.382093207,4063888,1.230348868,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.0,443,0,133.7524243,89718,22.29207071,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
1,0.0,80,0,3.986800368,6019865,0.664466728,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,0.238421494,80,0,206.9157969,29359769,0.613083843,232,0,1460,0,1,6,0,7,11,682,5393,0,0,0,BENIGN,Correct
0,0.17925246,80,0,2.151029519,5578724,0.71700984,72,0,6,0,1,6,0,1,3,0,12,0,0,0,BENIGN,Correct
1,0.0,80,0,4.141155995,7244354,0.690192666,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,121.769308,80,0,353952.9362,32849,213.0962891,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
1,11904.7619,33256,0,142857.1429,84,23809.52381,20,0,6,6,0,6,0,1,1,6,6,1,0,0,BENIGN,Correct
0,11.87690773,80,0,23015.46769,505182,17.81536159,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
0,33.06331625,53,0,5091.750703,60490,66.1266325,40,0,110,44,0,17,0,2,2,220,88,0,0,0,BENIGN,Correct
0,4.748221593,80,0,9206.010299,1263631,7.12233239,72,0,5755,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
1,0.0,58695,0,4000000.0,3,666666.6667,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
1,0.0,80,0,0.0,87,22988.50575,64,0,0,0,0,6,0,0,2,0,0,0,0,0,BENIGN,Correct
0,11627.90698,53,0,930232.5581,172,23255.81395,40,0,48,32,0,17,0,2,2,96,64,0,0,0,BENIGN,Correct
1,0.0,58954,0,50632.91139,237,8438.818565,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
1,18518.51852,52888,0,0.0,54,37037.03704,32,0,0,0,0,6,0,1,1,0,0,1,0,0,BENIGN,Correct
1,0.063290013,80,0,147.6302839,79001406,0.164554033,172,0,10220,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
1,0.498371633,80,0,1452.379531,8026139,1.370521991,152,0,11595,0,0,6,0,4,7,11607,50,0,1,1,DDoS,Correct
0,6.736932877,443,0,4266.162744,1187484,13.47386575,264,0,1448,0,1,6,0,8,8,4365,701,0,0,0,BENIGN,Correct
1,0.040634993,80,0,118.4205292,98437324,0.12190498,172,0,8760,0,0,6,0,4,8,11601,56,0,1,1,DDoS,Correct
0,139.9916005,80,0,232646.0412,50003,199.9880007,72,0,4380,0,1,6,0,7,3,11607,26,0,1,1,DDoS,Correct
1,2.479595409,20948,0,17.85308695,2016458,2.975514491,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
0,83.38892595,53,0,6671.114076,23984,166.7778519,64,0,56,24,0,17,0,2,2,112,48,0,0,0,BENIGN,Correct
0,15.14256727,80,0,29343.77161,396234,22.71385091,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.054211428,80,0,126.4535778,92231475,0.140949714,172,0,10135,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
0,49.8668555,80,0,115960.3858,100267,79.78696879,72,0,5840,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,15625.0,55575,0,765625.0,64,62500.0,60,0,31,6,0,6,0,1,3,6,43,0,0,0,BENIGN,Correct
1,0.046360772,80,0,135.1068786,86279841,0.139082315,172,0,8760,0,0,6,0,4,8,11601,56,0,1,1,DDoS,Correct
0,159.8210005,80,0,371647.7545,31285,255.7136008,72,0,7300,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,0.063437708,80,0,147.8986716,78817476,0.16493804,172,0,5840,0,0,6,0,5,8,11601,56,0,1,1,DDoS,Correct
0,83.87854387,53,0,11155.84633,23844,167.7570877,64,0,97,36,0,17,0,2,2,194,72,0,0,0,BENIGN,Correct
0,2.999029814,443,0,1974.861132,2000647,6.49789793,152,0,1460,0,1,6,0,6,7,3611,340,0,0,0,BENIGN,Correct
0,7.822971373,80,0,15167.43766,766972,11.73445706,72,0,5840,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,125000.0,96,20833.33333,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
1,0.0,80,0,10.31999554,2906978,1.719999257,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,2.887672986,80,0,6718.459969,1731498,4.620276778,72,0,10135,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.444046145,52566,0,3.197132243,11260091,0.532855374,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.0,80,0,3.13549083,9567880,0.522581805,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,11560.69364,53,0,1664739.884,173,23121.38728,64,0,102,42,0,17,0,2,2,204,84,0,0,0,BENIGN,Correct
1,0.0,80,0,34.74303185,690786,5.790505308,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,0.83565562,443,0,583.287623,5983326,2.172704613,172,0,1601,0,1,6,0,5,8,3118,372,0,0,0,BENIGN,Correct
1,0.049519114,80,0,115.5082863,100971111,0.13865352,192,0,4380,0,0,6,0,5,9,11601,62,0,1,1,DDoS,Correct
1,0.0,80,0,2.653568065,9044426,0.442261344,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.0,80,0,4.045241986,5932896,0.674206998,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,3.016661777,80,0,8773.206613,1325969,5.27915811,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,5.351521848,5605882,0.891920308,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.111502917,49625,0,144.6440621,80715377,0.185838195,132,0,10135,0,0,6,0,9,6,62,11613,1,0,0,BENIGN,Correct
0,19.56870573,53,0,1956.870573,51102,39.13741145,20,0,58,42,0,17,0,1,1,58,42,0,0,0,BENIGN,Correct
0,55.63468043,80,0,129439.6475,89872,89.0154887,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.875515551,19346,0,6.128608857,6853105,1.021434809,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
0,15.45097534,80,0,29941.41505,388325,23.17646301,72,0,5840,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,11.11652012,2158949,1.852753354,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.0,80,0,2.244307874,10693720,0.374051312,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,4784.688995,53549,0,0.0,209,9569.37799,32,0,0,0,0,6,0,1,1,0,0,0,0,0,BENIGN,Correct
0,63.77713717,80,0,148383.8873,78398,102.0434195,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.0,443,0,0.0,15020,133.1557923,64,0,0,0,0,6,0,0,2,0,0,0,0,0,BENIGN,Correct
0,2.503525799,80,0,9702.831488,1198310,5.007051598,72,0,11595,0,1,6,0,3,3,11601,26,0,1,1,DDoS,Correct
0,10256.41026,53,0,471794.8718,195,20512.82051,64,0,23,23,0,17,0,2,2,46,46,0,0,0,BENIGN,Correct
0,12738.8535,53,0,968152.8662,157,25477.70701,64,0,46,30,0,17,0,2,2,92,60,0,0,0,BENIGN,Correct
1,0.109007543,63932,0,141.3343352,82563094,0.193791187,152,0,4380,0,0,6,0,9,7,62,11607,1,0,0,BENIGN,Correct
